,text,labels1,labels2
281,Be fuming if Sunderland sign Murphy like. He was crap when we first signed him and he's still crap now,disgust,disgust
282,@stephentotilo Think it lost its heart after the second version. Third was disappointing and haven't played the fourth yet,disgust,disgust
283,@espn This is goin to be as good as rocky vs hogan #terrible #ohnowhatisyoudoingbaby,disgust,disgust
284,We did all more like a fuss #contentment #Momtauk.,disgust,disgust
285,@OliviaSundberg1 thanks for this – the perspective is shocking. it's getting to a point where it's near that number every week now.,surprise,surprise
286,Twidiot in charge is boring on script. #disapointed i was waiting on the train wreck. They just have him on a shock collar.,disgust,disgust
287,"Take delight in the Lord , and he will give you your heart’s desires.\nPsalms 37:4",trust,trust
288,I'm sorry. Im much more interested in the #BachelorInParadise rose ceremony than whatever @realDonaldTrump has. #seriously ,disgust,disgust
289,Prepare to suffer the sting of Ghost Rider's power! Prepare to know the true meaning of hell!,anticipation,anticipation
290,@nadisaonline i'm very happy glad or whatever the feelings i'm not into dramas,surprise,surprise
291,"With James gone, no player would be throwing tantrums when subbed anymore.",anticipation,anticipation
292,"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",anticipation,anticipation
293,@stevenwellings @NextBigPod Yeah good shout. If the build up is acrimonious then the aftermath should reflect that.,disgust,surprise
294,Been parked on 610 for about 30 min now 😅,disgust,disgust
295,@e662354c8e02466 @AlSure5 You. Sir are a alarmist unsubstantiated facts. And a idiot,disgust,disgust
296,@Snap @Snapchat it is indeed time 4 you 2 create the Ghost Filter 👻 please🙏🏾#CanWeGetAGhostFilter ???  #snapchat #ghostfilter #retweet,anticipation,anticipation
297,So Dorje Shugden has been sent a leaf to be torn. Rothschild is struck by Indra wrath lightning and also Iron Fist. 10 bloodlines 2b removed,disgust,disgust
298,@worldonalert horrible when and where exactly happen ?,disgust,disgust
299,It's a #disappointing #frightening #sickening realization @BetsyDeVosED WANTS kids to #fail... #parents need to #pushback &amp; #standup #NOW 😢,disgust,disgust
300,Waddup #bitter,disgust,disgust
301,Thousands of pickled dunder-headed anthracites ! #furious,disgust,disgust
302,no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,disgust,disgust
303,@SouthernRailUK no air working in the 1sr carriage of the 18:03 from Victoria to Bognor. #boiling #southernfail,disgust,disgust
304,"@benavides_412 awe feels or que :,(",disgust,disgust
305,"@schuygoo : 'like honestly, partying would probably come #1 either way' \n😂😂 #rage",disgust,disgust
306,"@AC360 Please, please do something about her! Where's Kayleigh, Jack, Jeff? Ugh. #awful #doctor?",disgust,trust
307,Remember when Julia thought she was pregnant with Michael's baby and I was so happy about it and then the storyline got dropped. #pissed,disgust,disgust
308,"WTF ! @JonnyBones people love you, stay off the dick pills!!!  #goldensnitch",disgust,surprise
309,@Good2bqueen67 @foxandfriends @realDonaldTrump 😂😂😂 says the #coward that hides its ID #loser  #traitor,disgust,disgust
310,@RachelStothard1 @Jomarshall6 No room at the inn when we arrived due to computer error. 24hrs of messing around to get sorted. ,disgust,disgust
311,@ColMorrisDavis @The_Borg_Queen_ @realDonaldTrump Amen!  He doesn't think at all. #arrogance #supremacy,disgust,disgust
312,"They are burning not Muslims Economy,\nThey are burning the Economy of Sri-Lanka",disgust,disgust
313,@Loneranger1166 @NBCNews She's a rhodes scholar! You're so ignorant you probably don't even know what that is #feelsadforyou ,disgust,disgust
314,"So u see, I just wasted 2 hrs to see some extra shadows in the middle of the day #SolarEclipse2017 #dissapointed #OVERHYPED",disgust,disgust
315,@loosewomen #dreadful show. #embarrassing 🙊Bear needs to #CalmDown #tryingtoohard #hadtoturnoff,disgust,disgust
316,Disney having trouble casting Aladdin @tellyleung ....... You should do it! 😊 #warbler #glee,trust,trust
317,post wireless blues is too real 😒😒,surprise,surprise
318,"If I see one more Lakshmi EX enrage, I'm kill someone.",disgust,disgust
319,filled with sophisticated glum,disgust,disgust
320,Olivia is the worst kinda girl there is #psycho  #dick #ihateu #getoffmytv #loveisland,disgust,disgust
321,@italianirish81 Any republican stupid enough to attend one of these grotesque abominations would suffer a horrible death.,disgust,disgust
322,or just blame the gloomy weather,disgust,disgust
323,@scott_mills after you said an apple pie isn't naughty I really want Chris or  @gregjames to say 'but a cream pie is' #naughymind #rage,disgust,disgust
324,Sometimes in #life ....\nSee the #statement itself #sounds so #temporary\nNothing is permanent isn't it?\nSo #never #worry let it go &amp; #moveon,anticipation,anticipation
325,Tomorrow should be interesting if info is being released re away priority &amp; Canalside membership! #outrage #htafc,anticipation,disgust
326,@5sos i cant wait for the day you release the album so that i can finally unleash my fury \n\ni hate this long ass hiatus ok afshdkflckakdbwi,anticipation,disgust
327,Good morning! I hope you all have an amazing Wednesday. #wednesday #positivevvibes ,anticipation,anticipation
328,@Teenique yessss waiting for an epi is for the birds. it sucks. im waiting for walking dead new season😩 ,anticipation,disgust
329,Ugh @easyJet really do have the worst customer service!!!!!!! #astounded,disgust,disgust
330,I'm fuming I wanted Hamez,disgust,disgust
331,"'Is it that funny to you when someone's sad? In that case, I'll beat you 'till you won't even be able to crack a smile!'",disgust,disgust
332,Don't be afraid to ask questions! He's real &amp; there's always a revelation.,anticipation,anticipation
333,@lmwilson92 Girllll I don't even know what's on anymore ,disgust,disgust
334,@1pmlunch I coloured my hair bright red AND had a dodgy fringe. #dreadful #nophotos #thankgoodness #betterblonde,disgust,disgust
335,You can pair me with your smartphone. Just lay it on me and by spinning I'll pair it into pieces / #smart #playful #washer #IoT,trust,trust
336,#laughing but #crying bc my life is such a shit show,disgust,disgust
337,You couldn't mind me up more if you tried right now raging 🙃😠,disgust,disgust
338,genuinely think im dying boys n girls never felt so awful in my LIFE x,disgust,disgust
339,@malviyamit Fuck off. Enough of this fake solidarity. #NotInMyName was a rabid #Hinduphobic campaign. Stop giving them legitimacy.,disgust,disgust
340,@bookingcom #croydonparkhotel will be receiving a big complaint from me tomorrow #worseservice #rudestaff #furious,disgust,disgust
341,@thewarofexo ohhh HAHAHA. but now i do not have a time to watch kdrama 😟,disgust,disgust
342,@AlaskaAir as a long time Gold &amp; near Million mile member just had a terrible customer service experience #disappointing,disgust,disgust
343,I'm just trying to watch the dragon ball super episode before I go to work but it won't load so #pissed,disgust,disgust
344,"@davidgold @karren_brady My shirt did not arrive today as promised, I even pre-ordered it in June, who do I make my complaint to ? ",disgust,disgust
345,Shoutout to @Enterprise bc nothing be will ever be as #horrible as the last 22 #miserable hours I've spent dealing with your #nonsense,disgust,disgust
346,Cochi's face &amp; manner never show sadness. But the guitar always in his hands will play songs that will make you weep. #blues #WIPTruthOrDare,surprise,surprise
347,MOTIVATION TIP - Great #salespeople know how to increase #business by eliminating #consumer #complaints #concerns #fears and pet peeves !!,trust,trust
348,"@asksheilas I've tried to get through 3 times today and waited 20 mins each time, what do I have to do to get through?! ",anticipation,surprise
349,animated bts is so cool ok im cryin djdndjenns,trust,trust
350,Just started p30 @mrjonathanlynn's SAMARITANS. Spot-on Orwellian discription of #US HealthCare tragedy exploitations melancholic &amp;HILARIOUS!,anticipation,surprise
351,@joeAlane @KayleyHignell Think too timid. I think a £50 fee for all for ETs as suggested by @Wonkypolicywonk is way to go.,anticipation,trust
352,Getting up for work is so much harder when Charles doesn't have to 🙁,disgust,disgust
353,@OfficialPLT when you try to place an order on PLT website and it comes up with an error but still take money out of my account #fuming,disgust,disgust
354,@RanaAyyub @rajnathsingh So what's wrong in burning the terrorists alive? If they kill you do you want biryanis and award in return,disgust,disgust
355,This pain makes me want to hit something!!!!😞 #irritated,disgust,disgust
356,@kaylynreynolds @katycpstrong Ha brilliant 😂. Its really not ok is it 🙁 xx,surprise,surprise
357,"@jamaicajewell burning, throbbing, stabbing. Can't exactly explain how it feels but this damn sht is fvking painful for real",disgust,disgust
358,America...just a nation of two hundred million used car salesmen with all the money we need to buy guns and no qualm,disgust,disgust
359,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,anticipation,anticipation
360,@funnyrealfact Thx 4 follow! I #terrify with letters&amp;tweets.Prefer I hand out sweets.Perhaps they are powerful like Apostle Paul 2Cor10:9-10,anticipation,anticipation
361,@Hurricane_Surge Id argue that sakura space is the best of the franchise and its not on your list. #dissapointed,disgust,disgust
362,@Not_Yves 😂 me as hell,disgust,disgust
363,What does this buffoon and his team have to do for you trump fans to bail!!?? #confused ,disgust,disgust
364,"Wow ... I don't know who Jocelyn Alice is, but judging by her rendition of Oh Canada, I'll never buy any of her music #AllStarGame #awful",disgust,disgust
365,My heart is hurting because I had to pour my milk out because something was in it 😭,disgust,disgust
366,3. There is already a lot of resentment against the coal miner and union crowd among the liberals. They are seen as racist and as having,disgust,disgust
367,@thequippster Okay but like why haven't you told me about this yet? ,disgust,disgust
368,"So, basically, Donald Trump was so intimidated by Hillary Clinton that he sought foreign assistance (including cyberattacks) to 'win'?",disgust,disgust
369,complainin bitcoin has dropped. The altcoin bubble has burst. Bitcoin cud go to $1800 mid/end July but will rise above previous highs\n#HODL,disgust,disgust
370,Did they offend us and they want it to sound new?,surprise,surprise
371,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams,anticipation,anticipation
372,@PinkNews An outrage,disgust,disgust
373,Happy happy birthday @mrjaxtaylor  hope your day is f*n awesome! Have a drink or two or five for me!!,trust,trust
374,Went to 3 western union outlets will take my money but when I need to receive cash from them they won't allow me #bad #service #westernunion,disgust,disgust
